Hash,Effective Gas Tip Gwei,Transaction Fee Estimate Gwei,Transaction Gas Used
0x73268f630efe236fb6ba089a44cdd0a66f54dfacc48f4f224a965531c76af024,0.0007829940000000001,73.89740773199999,94378
0x3a4c1df3b46643357e22859ba2a3e433eb2a73268772b780696ac2ee9c1803b4,0.0007829940000000001,53.034532602,67733
0x0e92aa505da331e67f8c1011e81d70c0975c5824b449df6f36e880ea9d3c1fb0,0.0007829940000000001,50.145284741999994,64043
0x0ea69c4275b7d9248c011482eccbfee7109c537676a7dd2db5d093917a305827,0.0007829940000000001,131.444334756,167874
0x2a199e7245282f8f71ab632356866501b98ea185037008f340c9fb669ecd0824,0.0007829940000000001,75.68420004000001,96660
0xff1447a715d43773ee66751328f6b8b8ca06f345b17d69f6a7000cbcc1e989d7,0.0007829940000000001,44.130324834,56361
0xefeac81b213714c0d263faf749bb6aa3e9692fdc27fee7c00488c646a2327c18,0.0007829940000000001,16.442874,21000
0x6fe3728b8cf6ea328aa4aa392f1985355285acaa761e7ad2a1051509322de158,0.0007829940000000001,73.911501624,94396
0xc93860afaad30499876638380019db3042bda2d4a6bf12ef060e19fb29b29054,0.0007829940000000001,86.799582864,110856
0xffcc00b5396750bcd2dbbd6402e1c8265ce75e0dafac390c9f9936b33ad0f915,0.0007829940000000001,135.428991222,172963
0x4a4b9734c21d9f6531aaa51e5cf1317d18d833419149337fcf22c5dfa0a519d9,0.0007829940000000001,75.68420004000001,96660
0xd65963f86871ea48f27541c0a4fb09bc9332f01393084501d8c3150fcb5c3ded,0.0007829940000000001,75.68420004000001,96660
0xe638f2d49ebae4e5b30da233102170c50cfba04ac1321ebd9bc4570a34c3de07,0.0007829940000000001,16.442874,21000
0xe3fccde517f10d109d18f3f2077c5e255162b13a1c74f96c6d0719bcceeab3a0,0.0007829940000000001,36.735729498,46917
0x912c007bae7fe051e0fdb43e12acde0265f8fcb42e9e199d7975e895e19d7717,0.0007829940000000001,36.359109384,46436
0x6a8f90ee33d0c519f0f8664014e53ed228b481c3e87fe30975e76013bda568d3,0.0007829940000000001,36.609667464,46756
0x71d1aa2549faaf4e3430f0a07995c992b6b561773ea301db307689dab20f4fbe,0.0007829940000000001,555.307957734,709211
0x217dddd1ea64e7b458d03d90bab5ad55483b5aa1e4fc1fa2888c85f909114c5e,0.0007910660000000001,42.952510602,54297
0x7553ac194036372d8a9c9bac4f6e485b17673140f5991f795e196f1cd4968394,0.0007829940000000001,159.35180690400003,203516
0xa5d28cf80897f1fe180c311aa3af89fe4e8efc3408069b83b719d3fa2f206a84,0.0007829940000000001,75.68420004000001,96660
0x2299ebe85712c93479f4c574ed9d31a6618d94fdc0544b5b4f266693ae0f88ed,0.000861293,18.087152999999997,21000
0xc762aef9b2b835dd15087e5c3e91d42b0c1f2dbeed44384c15c6375966627550,0.0007829940000000001,16.442874,21000
0xc87eddeb7a12ab7ba0fcf9bcc3b7e75c9d4f6347ce3d83a4e61d6b92019abefa,0.0007829940000000001,16.442874,21000
0x3469d2c5b50f2fc83fc7232b64cf06d5c7760340fada4cd3a752c121be234983,0.000760232,35.474705816000004,46663
0x7509b75c71383147aa9b1b274ab2ceddb0ba23be95738219d900a4b699c99080,0.0007829940000000001,50.135888814000005,64031
0x55343cd177d3674e23bf3b52a21bb10054c684c55fc9a2bb6d899e75c2088d61,0.000760232,35.46102164,46645
0xef065902febc5f51ed406a2e924d59ed2a578a960eb70908dd7da63e42cfeae6,0.0007829940000000001,47.544178674,60721
